Movie Name,Director,text,Movie Rating
Battleship Potemkin,sergeieisenstein,"['sergeieisenstein', 'drama', 'history', 'thriller', 'midst', 'russian', 'revolution', '1905', 'crew', 'battleship', 'potemkin', 'mutiny', 'brutal', 'tyrannical', 'regime', 'vessel', 'officer', 'resulting', 'street', 'demonstration', 'odessa', 'brings', 'police', 'massacre']",7.9
"4 Months, 3 Weeks and 2 Days",cristianmungiu,"['cristianmungiu', 'drama', 'woman', 'assist', 'friend', 'arranging', 'illegal', 'abortion', '1980s', 'romania']",7.9
The Way He Looks,danielribeiro,"['danielribeiro', 'drama', 'romance', 'leonardo', 'blind', 'teenager', 'searching', 'independence', 'everyday', 'life', 'relationship', 'best', 'friend', 'giovana', 'way', 'see', 'world', 'change', 'completely', 'arrival', 'gabriel']",7.9
Gully Boy,zoyaakhtar,"['zoyaakhtar', 'drama', 'music', 'romance', 'comingofage', 'story', 'based', 'life', 'street', 'rapper', 'mumbai']",7.9
Kal Ho Naa Ho,nikkhiladvani,"['nikkhiladvani', 'comedy', 'drama', 'musical', 'naina', 'introverted', 'perpetually', 'depressed', 'girl', 'life', 'change', 'meet', 'aman', 'aman', 'secret', 'change', 'life', 'forever', 'embroiled', 'rohit', 'nainas', 'best', 'friend', 'conceals', 'love']",7.9
About Elly,asgharfarhadi,"['asgharfarhadi', 'drama', 'mystery', 'mysterious', 'disappearance', 'kindergarten', 'teacher', 'picnic', 'north', 'iran', 'followed', 'series', 'misadventure', 'fellow', 'traveler']",7.9
Super 30,vikasbahl,"['vikasbahl', 'biography', 'drama', 'based', 'life', 'patnabased', 'mathematician', 'anand', 'kumar', 'run', 'famed', 'super', '30', 'program', 'iit', 'aspirant', 'patna']",7.9
Beauty and the Beast,jeancocteau renéclément,"['jeancocteau', 'renéclément', 'drama', 'fantasy', 'romance', 'beautiful', 'young', 'woman', 'take', 'father', 'place', 'prisoner', 'mysterious', 'beast', 'wish', 'marry']",7.9
Nine Queens,fabiánbielinsky,"['fabiánbielinsky', 'crime', 'drama', 'thriller', 'two', 'con', 'artist', 'try', 'swindle', 'stamp', 'collector', 'selling', 'sheet', 'counterfeit', 'rare', 'stamp', 'nine', 'queen']",7.9
The Lost Weekend,billywilder,"['billywilder', 'drama', 'filmnoir', 'desperate', 'life', 'chronic', 'alcoholic', 'followed', 'fourday', 'drinking', 'bout']",7.9
The Stoning of Soraya M.,cyrusnowrasteh,"['cyrusnowrasteh', 'drama', 'desperate', 'woman', 'asks', 'meeting', 'journalist', 'disclose', 'cruel', 'inhumane', 'punishment', 'niece']",7.9
Hiroshima Mon Amour,alainresnais,"['alainresnais', 'drama', 'romance', 'french', 'actress', 'filming', 'antiwar', 'film', 'hiroshima', 'affair', 'married', 'japanese', 'architect', 'share', 'differing', 'perspective', 'war']",7.9
Captains Courageous,victorfleming,"['victorfleming', 'adventure', 'drama', 'family', 'spoiled', 'brat', 'fall', 'overboard', 'steamship', '1920s', 'get', 'picked', 'new', 'england', 'fishing', 'boat', 'he', 'made', 'earn', 'keep', 'joining', 'crew', 'work']",7.9
Opening Night,johncassavetes,"['johncassavetes', 'drama', 'renowned', 'actress', 'teeter', 'edge', 'breakdown', 'count', 'day', 'toward', 'big', 'broadway', 'opening']",7.9
Jab We Met,imtiazali,"['imtiazali', 'comedy', 'drama', 'romance', 'depressed', 'wealthy', 'businessman', 'find', 'life', 'changing', 'meet', 'spunky', 'carefree', 'young', 'woman']",7.9
The Red Circle,jean-pierremelville,"['jeanpierremelville', 'crime', 'drama', 'thriller', 'leaving', 'prison', 'master', 'thief', 'corey', 'cross', 'path', 'notorious', 'escapee', 'alcoholic', 'former', 'policeman', 'trio', 'proceed', 'plot', 'elaborate', 'heist']",7.9
"Now, Voyager",irvingrapper,"['irvingrapper', 'drama', 'romance', 'frumpy', 'spinster', 'blossom', 'therapy', 'becomes', 'elegant', 'independent', 'woman']",7.9
Angels with Dirty Faces,michaelcurtiz,"['michaelcurtiz', 'crime', 'drama', 'filmnoir', 'priest', 'try', 'stop', 'gangster', 'corrupting', 'group', 'street', 'kid']",7.9
Through a Glass Darkly,ingmarbergman,"['ingmarbergman', 'drama', 'recently', 'released', 'mental', 'hospital', 'karin', 'rejoins', 'emotionally', 'disconnected', 'family', 'island', 'home', 'slip', 'reality', 'begin', 'believe', 'visited', 'god']",7.9
Cría Cuervos,carlossaura,"['carlossaura', 'drama', 'twilight', 'francisco', 'franco', 'dictatorship', '8yearold', 'orphan', 'two', 'sister', 'find', 'shelter', 'house', 'stern', 'aunt', 'try', 'best', 'acclimatize', 'new', 'reality', 'summon', 'courage', 'grow']",7.9
Auntie Mame,mortondacosta,"['mortondacosta', 'comedy', 'drama', 'romance', 'orphan', 'go', 'live', 'freespirited', 'aunt', 'conflict', 'ensues', 'executor', 'father', 'estate', 'object', 'aunt', 'lifestyle']",7.9
Eternity and a Day,theodorosangelopoulos,"['theodorosangelopoulos', 'drama', 'famous', 'writer', 'alexander', 'ill', 'little', 'time', 'left', 'live', 'meet', 'little', 'boy', 'street', 'illegal', 'immigrant', 'albania', 'go', 'journey', 'take', 'boy', 'home']",7.9
No Man's Land,danistanovic,"['danistanovic', 'comedy', 'drama', 'war', 'bosnia', 'herzegovina', '1993', 'time', 'heaviest', 'fighting', 'two', 'warring', 'side', 'two', 'soldier', 'opposing', 'side', 'conflict', 'nino', 'ciki', 'become', 'trapped', 'man', 'land', 'whilst', 'third', 'soldier', 'becomes', 'living', 'booby', 'trap']",7.9
Ugly,anuragkashyap,"['anuragkashyap', 'crime', 'drama', 'mystery', 'case', 'missing', 'girl', 'take', 'u', 'journey', 'human', 'greed', 'brush', 'upon', 'ego', 'repressed', 'emotion', 'character']",7.9
"One, Two, Three",billywilder,"['billywilder', 'comedy', 'west', 'berlin', 'cold', 'war', 'cocacola', 'executive', 'given', 'task', 'taking', 'care', 'bos', 'socialite', 'daughter']",7.9
Who Killed Captain Alex?,nabwanai.g.g.,"['nabwanaigg', 'action', 'crime', 'mystery', 'uganda', 'president', 'give', 'captain', 'alex', 'assignment', 'defeat', 'tiger', 'mafia', 'get', 'killed', 'process', 'upon', 'hearing', 'tragic', 'news', 'brother', 'investigates', 'avenge', 'alexs', 'death']",7.9
Still Walking,hirokazukoreeda,"['hirokazukoreeda', 'drama', 'family', 'gather', 'together', 'commemorative', 'ritual', 'whose', 'nature', 'gradually', 'becomes', 'clear']",7.9
Sullivan's Travels,prestonsturges,"['prestonsturges', 'adventure', 'comedy', 'drama', 'hollywood', 'director', 'john', 'l', 'sullivan', 'set', 'experience', 'life', 'homeless', 'person', 'order', 'gain', 'relevant', 'life', 'experience', 'next', 'movie']",7.9
"Goodbye, Mr. Chips",samwood sidneyfranklin,"['samwood', 'sidneyfranklin', 'drama', 'romance', 'aged', 'teacher', 'former', 'headmaster', 'boarding', 'school', 'recall', 'career', 'personal', 'life', 'decade']",7.9
Alice in the Cities,wimwenders,"['wimwenders', 'drama', 'german', 'journalist', 'saddled', 'nineyearold', 'girl', 'encountering', 'mother', 'new', 'york', 'airport']",7.9
The Rules of the Game,jeanrenoir,"['jeanrenoir', 'comedy', 'drama', 'bourgeois', 'life', 'france', 'onset', 'world', 'war', 'ii', 'rich', 'poor', 'servant', 'meet', 'french', 'chateau']",7.9
Night and the City,julesdassin,"['julesdassin', 'crime', 'filmnoir', 'mystery', 'smalltime', 'grifter', 'nightclub', 'tout', 'take', 'advantage', 'fortuitous', 'circumstance', 'try', 'become', 'bigtime', 'player', 'wrestling', 'promoter']",7.9
Letter from an Unknown Woman,maxophüls,"['maxophüls', 'drama', 'romance', 'pianist', 'flee', 'duel', 'receives', 'letter', 'woman', 'remember', 'may', 'hold', 'key', 'downfall']",7.9
C.R.A.Z.Y.,jean-marcvallée,"['jeanmarcvallée', 'comedy', 'drama', 'young', 'french', 'canadian', 'one', 'five', 'boy', 'conservative', 'family', '1960s', '1970s', 'struggle', 'reconcile', 'emerging', 'identity', 'father', 'value']",7.9
Evangelion: 2.0 You Can (Not) Advance,masayuki kazuyatsurumaki hideakianno joefria,"['masayuki', 'kazuyatsurumaki', 'hideakianno', 'joefria', 'animation', 'action', 'drama', 'constant', 'attack', 'angel', 'nerv', 'introduces', 'two', 'new', 'pilot', 'mysterious', 'makinami', 'mari', 'illustrous', 'intense', 'asuka', 'langley', 'shikinami', 'parallel', 'incursion', 'gendo', 'ikari', 'see', 'full', 'summary', '»']",7.9
The Fire Within,louismalle,"['louismalle', 'drama', 'depressed', 'alain', 'leroy', 'leaf', 'clinic', 'detoxified', 'meet', 'friend', 'acquaintance', 'woman', 'trying', 'find', 'reason', 'continue', 'living', 'help']",7.9
Badhaai Ho,amitravindernathsharma,"['amitravindernathsharma', 'comedy', 'drama', 'man', 'embarrassed', 'find', 'mother', 'pregnant']",7.9
The Little Foxes,williamwyler,"['williamwyler', 'drama', 'romance', 'ruthless', 'moneyed', 'hubbard', 'clan', 'life', 'poison', 'part', 'deep', 'south', 'turn', 'twentieth', 'century']",7.9
Hey Ram,kamalhaasan,"['kamalhaasan', 'crime', 'drama', 'history', 'saketh', 'ram', 'wife', 'raped', 'killed', 'direct', 'action', 'day', 'riot', 'calcutta', 'convinced', 'mahatma', 'gandhi', 'responsible', 'problem', 'happening', 'country', 'set', 'kill']",7.9
La Grande Vadrouille,gérardoury,"['gérardoury', 'adventure', 'comedy', 'war', 'several', 'ordinary', 'frenchman', 'go', 'epic', 'voyage', 'occupied', 'country', 'free', 'zone', 'help', 'british', 'pilot', 'avoid', 'nazi', 'captivity']",7.9
Thiruchitrambalam,mithranjawahar,"['mithranjawahar', 'comedy', 'drama', 'musical', 'thiruchitrambalam', 'life', 'father', 'grandfather', 'blame', 'former', 'loss', 'mother', 'sister', 'good', 'term', 'latter', 'meanwhile', 'love', 'life', 'successful']",7.9
Airlift,rajamenon,"['rajamenon', 'action', 'drama', 'history', 'iraq', 'invades', 'kuwait', 'august', '1990', 'callous', 'indian', 'businessman', 'becomes', 'spokesperson', '170', '000', 'stranded', 'countryman']",7.9
The Roaring Twenties,raoulwalsh,"['raoulwalsh', 'crime', 'drama', 'filmnoir', 'three', 'men', 'attempt', 'make', 'living', 'prohibitionist', 'america', 'returning', 'home', 'fighting', 'together', 'world', 'war']",7.9
Ghost in the Shell 2.0,mamoruoshii,"['mamoruoshii', 'animation', 'action', 'crime', 'hacker', 'known', 'puppet', 'master', 'hunted', 'female', 'cyborg', 'cop', 'partner', 'film', 'revised', 'version', 'ghost', 'shell', '1995']",7.9
Trouble in Paradise,ernstlubitsch,"['ernstlubitsch', 'comedy', 'crime', 'romance', 'gentleman', 'thief', 'lady', 'pickpocket', 'join', 'force', 'con', 'beautiful', 'perfume', 'company', 'owner', 'romantic', 'entanglement', 'jealousy', 'confuse', 'scheme']",7.9
Before the Rain,milchomanchevski,"['milchomanchevski', 'drama', 'romance', 'war', 'three', 'interconnected', 'story', 'love', 'threat', 'civil', 'war', 'macedonia', 'london']",7.9
The Testament of Dr. Mabuse,fritzlang,"['fritzlang', 'crime', 'mystery', 'thriller', 'criminal', 'mastermind', 'us', 'hypnosis', 'rule', 'racket', 'death']",7.9
The Earrings of Madame De...,maxophüls,"['maxophüls', 'drama', 'romance', 'aristocratic', 'woman', 'known', 'madame', 'de', 'sell', 'pair', 'earring', 'given', 'husband', 'order', 'pay', 'debt', 'set', 'chain', 'reaction', 'financial', 'carnal', 'consequence', 'end', 'despair']",7.9
The Sword of Doom,kihachiokamoto,"['kihachiokamoto', 'action', 'drama', 'unconscionable', 'action', 'others', 'sociopath', 'samurai', 'build', 'trail', 'vendetta', 'follow', 'closely']",7.9
Sonchiriya,abhishekchaubey,"['abhishekchaubey', 'action', 'crime', 'drama', 'set', 'chambal', 'valley', 'film', 'follows', 'story', 'legion', 'dreaded', 'warring', 'dacoit', 'terrorized', 'indian', 'heartland']",7.9
Love Letter,shunjiiwai,"['shunjiiwai', 'drama', 'romance', 'exchanging', 'letter', 'two', 'woman', 'discover', 'new', 'thing', 'man', 'knew']",7.9
Orpheus,jeancocteau,"['jeancocteau', 'drama', 'fantasy', 'romance', 'poet', 'love', 'death', 'follows', 'unhappy', 'wife', 'underworld']",7.9
The Book of Sun,farisgodus,"['farisgodus', 'comedy', '2010', 'high', 'school', 'senior', 'husam', 'best', 'friend', 'maan', 'onetime', 'foe', 'ibrahim', 'teacher', 'orabi', 'set', 'produce', 'nobudget', 'horror', 'movie']",7.9
Dev.D,anuragkashyap,"['anuragkashyap', 'comedy', 'drama', 'romance', 'breaking', 'childhood', 'sweetheart', 'young', 'man', 'find', 'solace', 'drug', 'meanwhile', 'teenage', 'girl', 'caught', 'world', 'prostitution', 'destroyed', 'find', 'redemption']",7.9
Johnny Gaddaar,sriramraghavan,"['sriramraghavan', 'crime', 'drama', 'mystery', 'police', 'officer', 'recount', 'tale', 'missing', 'money', 'result', 'lie', 'deceit', 'betrayal', 'death']",7.9
Ivy,tolgakaraçelik,"['tolgakaraçelik', 'drama', 'fantasy', 'thriller', 'crew', 'bankrupt', 'cargo', 'ship', 'get', 'stuck', 'board', 'month', 'isolation', 'breed', 'pressure', 'sink', 'men', 'sea', 'madness', 'terror']",7.9
The Other Me,sotiristsafoulias,"['sotiristsafoulias', 'crime', 'drama', 'mystery', 'professor', 'criminology', 'try', 'solve', 'five', 'completely', 'unrelated', 'murder', 'whose', 'link', 'quote', 'pythagoras']",7.9
Big Deal on Madonna Street,mariomonicelli,"['mariomonicelli', 'comedy', 'crime', 'motley', 'quintet', 'inept', 'smalltime', 'thief', 'attempt', 'burglary', 'local', 'pawnshop', 'italian', 'farce']",7.9
Border,j.p.dutta,"['jpdutta', 'action', 'drama', 'history', '1971', 'along', 'border', 'region', 'longewala', 'small', 'battalion', 'indian', 'soldier', 'go', 'large', 'pakistani', 'strike', 'force']",7.9
Gemide,serdarakar,"['serdarakar', 'crime', 'drama', 'sailor', 'want', 'remain', 'small', 'world', 'warm', 'cozy', 'full', 'lie', 'kidnap', 'prostitute', 'pimp']",7.9
Baby,neerajpandey,"['neerajpandey', 'action', 'crime', 'thriller', 'elite', 'counterintelligence', 'unit', 'learns', 'plot', 'masterminded', 'maniacal', 'madman', 'clock', 'ticking', 'track', 'terrorist', 'international', 'tentacle', 'prevent', 'striking', 'heart', 'india']",7.9
South Wind,milosavramovic,"['milosavramovic', 'crime', 'drama', 'thriller', 'young', 'member', 'underground', 'gang', 'belgrade', 'put', 'family', 'danger', 'cross', 'mafia', 'leader', 'work', 'chief', 'police']",7.9
24,vikramk.kumar,"['vikramkkumar', 'action', 'comedy', 'drama', 'scientist', 'invents', 'time', 'machine', 'lead', 'bitter', 'battle', 'evil', 'twin', 'brother', 'son']",7.9
Pad Man,r.balki,"['rbalki', 'comedy', 'drama', 'upon', 'realizing', 'extent', 'woman', 'affected', 'menses', 'man', 'set', 'create', 'sanitary', 'pad', 'machine', 'provide', 'inexpensive', 'sanitary', 'pad', 'woman', 'rural', 'india']",7.9
Vishwaroopam,kamalhaasan,"['kamalhaasan', 'action', 'thriller', 'classical', 'dancer', 'suspecting', 'wife', 'set', 'investigator', 'behind', 'series', 'violent', 'event', 'triggered', 'revealing', 'real', 'identity', 'connection', 'darker', 'world']",7.9
Ankhon Dekhi,rajatkapoor,"['rajatkapoor', 'comedy', 'drama', 'distressing', 'incident', 'delhi', 'man', 'vow', 'believe', 'see', 'new', 'ideal', 'soon', 'take', 'life', 'extreme', 'direction']",7.9
The Song of Sparrows,majidmajidi,"['majidmajidi', 'drama', 'family', 'ostrichrancher', 'focus', 'replacing', 'daughter', 'hearing', 'aid', 'break', 'right', 'crucial', 'exam', 'everything', 'change', 'struggling', 'rural', 'family', 'iran', 'karim', 'motorbike', 'see', 'full', 'summary', '»']",7.9
Kin-dza-dza!,georgiydaneliya,"['georgiydaneliya', 'comedy', 'drama', 'scifi', 'two', 'russian', 'push', 'wrong', 'button', 'strange', 'device', 'end', 'telepathic', 'planet', 'pluke', 'strange', 'societal', 'norm']",7.9
The Trap,srdangolubovic,"['srdangolubovic', 'crime', 'drama', 'thriller', 'couple', 'find', 'son', 'urgently', 'need', 'expensive', 'heart', 'surgery', 'struggling', 'find', 'money', 'father', 'approached', 'mysterious', 'man', 'proposing', 'sinister', 'deal']",7.9
The Class,ilmarraag,"['ilmarraag', 'drama', 'average', 'estonian', 'highschooler', 'decides', 'defend', 'bullied', 'classmate', 'start', 'war', 'informal', 'leader', 'class', 'teenager', 'honour', 'touchy', 'thing', 'everything', 'end', 'bloodshed']",7.9
Manam,vikramk.kumar,"['vikramkkumar', 'comedy', 'drama', 'fantasy', 'reincarnation', 'family', 'member', 'able', 'cross', 'generation', 'meddle', 'others', 'life']",7.9
John Wick: Chapter 4,chadstahelski,"['chadstahelski', 'action', 'crime', 'thriller', 'john', 'wick', 'uncovers', 'path', 'defeating', 'high', 'table', 'earn', 'freedom', 'wick', 'must', 'face', 'new', 'enemy', 'powerful', 'alliance', 'across', 'globe', 'force', 'turn', 'old', 'friend', 'foe']",7.8
Sound of Freedom,alejandromonteverde,"['alejandromonteverde', 'action', 'biography', 'crime', 'incredible', 'true', 'story', 'former', 'government', 'agent', 'turned', 'vigilante', 'embarks', 'dangerous', 'mission', 'rescue', 'hundred', 'child', 'trafficker']",7.8
The Batman,mattreeves,"['mattreeves', 'action', 'crime', 'drama', 'sadistic', 'serial', 'killer', 'begin', 'murdering', 'key', 'political', 'figure', 'gotham', 'batman', 'forced', 'investigate', 'city', 'hidden', 'corruption', 'question', 'family', 'involvement']",7.8
Everything Everywhere All at Once,danielkwan danielscheinert,"['danielkwan', 'danielscheinert', 'action', 'adventure', 'comedy', 'middleaged', 'chinese', 'immigrant', 'swept', 'insane', 'adventure', 'alone', 'save', 'existence', 'exploring', 'universe', 'connecting', 'life', 'could', 'led']",7.8
The Gentlemen,guyritchie,"['guyritchie', 'action', 'crime', 'american', 'expat', 'try', 'sell', 'highly', 'profitable', 'marijuana', 'empire', 'london', 'triggering', 'plot', 'scheme', 'bribery', 'blackmail', 'attempt', 'steal', 'domain']",7.8
The Big Short,adammckay,"['adammckay', 'biography', 'comedy', 'drama', '20062007', 'group', 'investor', 'bet', 'united', 'state', 'mortgage', 'market', 'research', 'discover', 'flawed', 'corrupt', 'market']",7.8
Pride & Prejudice,joewright,"['joewright', 'drama', 'romance', 'spark', 'fly', 'spirited', 'elizabeth', 'bennet', 'meet', 'single', 'rich', 'proud', 'mr', 'darcy', 'mr', 'darcy', 'reluctantly', 'find', 'falling', 'love', 'woman', 'beneath', 'class', 'overcome', 'pride', 'prejudice']",7.8
Get Out,jordanpeele,"['jordanpeele', 'horror', 'mystery', 'thriller', 'young', 'africanamerican', 'visit', 'white', 'girlfriend', 'parent', 'weekend', 'simmering', 'uneasiness', 'reception', 'eventually', 'reach', 'boiling', 'point']",7.8
Rogue One: A Star Wars Story,garethedwards,"['garethedwards', 'action', 'adventure', 'scifi', 'time', 'conflict', 'group', 'unlikely', 'hero', 'band', 'together', 'mission', 'steal', 'plan', 'death', 'star', 'empire', 'ultimate', 'weapon', 'destruction']",7.8
Ghostbusters,ivanreitman,"['ivanreitman', 'action', 'comedy', 'fantasy', 'three', 'parapsychologist', 'forced', 'university', 'funding', 'set', 'shop', 'unique', 'ghost', 'removal', 'service', 'new', 'york', 'city', 'attracting', 'frightened', 'yet', 'skeptical', 'customer']",7.8
Tombstone,georgep.cosmatos kevinjarre,"['georgepcosmatos', 'kevinjarre', 'biography', 'drama', 'history', 'successful', 'lawman', 'plan', 'retire', 'anonymously', 'tombstone', 'arizona', 'disrupted', 'kind', 'outlaw', 'famous', 'eliminating']",7.8
Drive,nicolaswindingrefn,"['nicolaswindingrefn', 'action', 'drama', 'mysterious', 'hollywood', 'action', 'film', 'stuntman', 'get', 'trouble', 'gangster', 'try', 'help', 'neighbor', 'husband', 'rob', 'pawn', 'shop', 'serving', 'getaway', 'driver']",7.8
The Notebook,nickcassavetes,"['nickcassavetes', 'drama', 'romance', 'poor', 'yet', 'passionate', 'young', 'man', 'fall', 'love', 'rich', 'young', 'woman', 'giving', 'sense', 'freedom', 'however', 'social', 'difference', 'soon', 'get', 'way']",7.8
Little Women,gretagerwig,"['gretagerwig', 'drama', 'romance', 'jo', 'march', 'reflects', 'back', 'forth', 'life', 'telling', 'beloved', 'story', 'march', 'sister', 'four', 'young', 'woman', 'determined', 'live', 'life', 'term']",7.8
The Breakfast Club,johnhughes,"['johnhughes', 'comedy', 'drama', 'five', 'high', 'school', 'student', 'meet', 'saturday', 'detention', 'discover', 'great', 'deal', 'common', 'thought']",7.8
About Time,richardcurtis,"['richardcurtis', 'comedy', 'drama', 'fantasy', 'age', '21', 'tim', 'discovers', 'travel', 'time', 'change', 'happens', 'happened', 'life', 'decision', 'make', 'world', 'better', 'place', 'getting', 'girlfriend', 'turn', 'easy', 'might', 'think']",7.8
The Irishman,martinscorsese,"['martinscorsese', 'biography', 'crime', 'drama', 'illustration', 'frank', 'sheerans', 'life', 'wwii', 'veteran', 'hitman', 'bufalino', 'crime', 'family', 'alleged', 'assassination', 'close', 'friend', 'jimmy', 'hoffa']",7.8
Puss in Boots: The Last Wish,joelcrawford januelmercado,"['joelcrawford', 'januelmercado', 'animation', 'adventure', 'comedy', 'pus', 'boot', 'discovers', 'passion', 'adventure', 'taken', 'toll', 'burned', 'eight', 'nine', 'life', 'launch', 'epic', 'journey', 'restore', 'finding', 'mythical', 'last', 'wish']",7.8
Ferris Bueller's Day Off,johnhughes,"['johnhughes', 'comedy', 'popular', 'high', 'school', 'student', 'admired', 'peer', 'decides', 'take', 'day', 'school', 'go', 'extreme', 'length', 'pull', 'chagrin', 'principal', 'wholl', 'anything', 'stop']",7.8
All Quiet on the Western Front,edwardberger,"['edwardberger', 'action', 'drama', 'war', 'young', 'german', 'soldier', 'terrifying', 'experience', 'distress', 'western', 'front', 'world', 'war']",7.8
Apocalypto,melgibson,"['melgibson', 'action', 'adventure', 'drama', 'mayan', 'kingdom', 'face', 'decline', 'young', 'man', 'taken', 'perilous', 'journey', 'world', 'ruled', 'fear', 'oppression']",7.8
The Hobbit: An Unexpected Journey,peterjackson,"['peterjackson', 'adventure', 'fantasy', 'reluctant', 'hobbit', 'bilbo', 'baggins', 'set', 'lonely', 'mountain', 'spirited', 'group', 'dwarf', 'reclaim', 'mountain', 'home', 'gold', 'within', 'dragon', 'smaug']",7.8
Dunkirk,christophernolan,"['christophernolan', 'action', 'drama', 'history', 'allied', 'soldier', 'belgium', 'british', 'commonwealth', 'empire', 'france', 'surrounded', 'german', 'army', 'evacuated', 'fierce', 'battle', 'world', 'war', 'ii']",7.8
Remember the Titans,boazyakin,"['boazyakin', 'biography', 'drama', 'sport', 'true', 'story', 'newly', 'appointed', 'africanamerican', 'coach', 'high', 'school', 'team', 'first', 'season', 'racially', 'integrated', 'unit']",7.8
A Bronx Tale,robertdeniro,"['robertdeniro', 'crime', 'drama', 'robert', 'de', 'niro', 'chazz', 'palminteri', 'give', 'captivating', 'performance', 'intense', 'drama', 'boy', 'torn', 'tough', 'hardworking', 'father', 'violent', 'yet', 'charismatic', 'crime', 'bos']",7.8
RRR,s.s.rajamouli,"['ssrajamouli', 'action', 'drama', 'fictitious', 'story', 'two', 'legendary', 'revolutionary', 'journey', 'away', 'home', 'started', 'fighting', 'country', '1920s']",7.8
The Hateful Eight,quentintarantino,"['quentintarantino', 'crime', 'drama', 'mystery', 'dead', 'wyoming', 'winter', 'bounty', 'hunter', 'prisoner', 'find', 'shelter', 'cabin', 'currently', 'inhabited', 'collection', 'nefarious', 'character']",7.8
Call Me by Your Name,lucaguadagnino,"['lucaguadagnino', 'drama', 'romance', '1980s', 'italy', 'romance', 'blossom', 'seventeenyearold', 'student', 'older', 'man', 'hired', 'father', 'research', 'assistant']",7.8
Willy Wonka & the Chocolate Factory,melstuart,"['melstuart', 'family', 'fantasy', 'musical', 'poor', 'hopeful', 'boy', 'seek', 'one', 'five', 'coveted', 'golden', 'ticket', 'send', 'tour', 'willy', 'wonkas', 'mysterious', 'chocolate', 'factory']",7.8
Predator,johnmctiernan,"['johnmctiernan', 'action', 'adventure', 'horror', 'team', 'commando', 'mission', 'central', 'american', 'jungle', 'find', 'hunted', 'extraterrestrial', 'warrior']",7.8
The Social Network,davidfincher,"['davidfincher', 'biography', 'drama', 'harvard', 'student', 'mark', 'zuckerberg', 'creates', 'social', 'networking', 'site', 'would', 'become', 'known', 'facebook', 'sued', 'twin', 'claimed', 'stole', 'idea', 'cofounder', 'later', 'squeezed', 'business']",7.8
Atonement,joewright,"['joewright', 'drama', 'mystery', 'romance', 'thirteenyearold', 'fledgling', 'writer', 'briony', 'tallis', 'irrevocably', 'change', 'course', 'several', 'life', 'accuses', 'older', 'sister', 'lover', 'crime', 'commit']",7.8
Star Wars: Episode VII - The Force Awakens,j.j.abrams,"['jjabrams', 'action', 'adventure', 'scifi', 'new', 'threat', 'galaxy', 'rise', 'rey', 'desert', 'scavenger', 'finn', 'exstormtrooper', 'must', 'join', 'han', 'solo', 'chewbacca', 'search', 'one', 'hope', 'restoring', 'peace']",7.8
The Worst Person in the World,joachimtrier,"['joachimtrier', 'comedy', 'drama', 'romance', 'chronicle', 'four', 'year', 'life', 'julie', 'young', 'woman', 'navigates', 'troubled', 'water', 'love', 'life', 'struggle', 'find', 'career', 'path', 'leading', 'take', 'realistic', 'look', 'really']",7.8
Hot Fuzz,edgarwright,"['edgarwright', 'action', 'comedy', 'mystery', 'skilled', 'london', 'police', 'officer', 'irritating', 'superior', 'embarrassing', 'effectiveness', 'transferred', 'village', 'easygoing', 'officer', 'object', 'fervor', 'regulation', 'string', 'grisly', 'murder', 'strike', 'town']",7.8
Hidden Figures,theodoremelfi,"['theodoremelfi', 'biography', 'drama', 'history', 'story', 'team', 'female', 'africanamerican', 'mathematician', 'served', 'vital', 'role', 'nasa', 'early', 'year', 'u', 'space', 'program']",7.8
Manchester by the Sea,kennethlonergan,"['kennethlonergan', 'drama', 'depressed', 'uncle', 'asked', 'take', 'care', 'teenage', 'nephew', 'boy', 'father', 'dy']",7.8
The Girl with the Dragon Tattoo,davidfincher,"['davidfincher', 'crime', 'drama', 'mystery', 'journalist', 'mikael', 'blomkvist', 'aided', 'search', 'woman', 'missing', '40', 'year', 'young', 'computer', 'hacker', 'lisbeth', 'salander']",7.8
Isle of Dogs,wesanderson,"['wesanderson', 'animation', 'adventure', 'comedy', 'set', 'japan', 'isle', 'dog', 'follows', 'boy', 'odyssey', 'search', 'lost', 'dog']",7.8
Nightcrawler,dangilroy,"['dangilroy', 'crime', 'drama', 'thriller', 'louis', 'bloom', 'con', 'man', 'desperate', 'work', 'muscle', 'world', 'la', 'crime', 'journalism', 'blur', 'line', 'observer', 'participant', 'become', 'star', 'story']",7.8
American Gangster,ridleyscott,"['ridleyscott', 'biography', 'crime', 'drama', 'outcast', 'new', 'york', 'city', 'cop', 'charged', 'bringing', 'harlem', 'drug', 'lord', 'frank', 'lucas', 'whose', 'real', 'life', 'inspired', 'partly', 'biographical', 'film']",7.8
Taken,pierremorel,"['pierremorel', 'action', 'crime', 'thriller', 'retired', 'cia', 'agent', 'travel', 'across', 'europe', 'relies', 'old', 'skill', 'save', 'estranged', 'daughter', 'kidnapped', 'trip', 'paris']",7.8
Little Miss Sunshine,jonathandayton valeriefaris,"['jonathandayton', 'valeriefaris', 'comedy', 'drama', 'family', 'determined', 'get', 'young', 'daughter', 'final', 'beauty', 'pageant', 'take', 'crosscountry', 'trip', 'vw', 'bus']",7.8
The Last Samurai,edwardzwick,"['edwardzwick', 'action', 'drama', 'american', 'military', 'advisor', 'embrace', 'samurai', 'culture', 'hired', 'destroy', 'captured', 'battle']",7.8
